claim_id,policy_id,claim_date,amount,status
CLM0005817,POL925515,2025-07-11,62259.3,OPEN
CLM0006843,POL001209,2025-11-28,74215.75,DENIED
CLM0002995,POL004266,2026-03-23,61298.35,OPEN
CLM0010223,POL002771,2025-07-12,42220.95,OPEN
CLM0007082,POL001927,2024-07-31,47768.84,DENIED
CLM0005044,POL004960,2024-08-12,43776.41,OPEN
CLM0006863,POL002052,2025-03-14,53332.71,IN REVIEW
CLM0009691,POL003463,2024-07-08,28559.87,IN REVIEW
CLM0011130,POL003186,2025-05-21,31172.17,IN REVIEW
CLM0003818,POL003510,2025-02-24,59406.02,IN REVIEW
CLM0004035,POL002569,2025-03-24,65401.86,DENIED
CLM0010443,POL000779,N/A,33706.6,DENIED
CLM0010262,POL004122,2026-07-03,70681.61,CLOSED
CLM0008624,POL002484,2026-02-11,7886.98,OPEN
CLM0011468,POL003664,2025-02-17,69635.87,DENIED
CLM0011893,POL003252,2024-06-20,52152.01,DENIED
CLM0000384,POL001635,2024-07-05,36542.72,DENIED
CLM0004130,POL000260,2025-07-19,45864.62,OPEN
CLM0010703,POL000306,2026-02-20,52789.02,DENIED
CLM0006630,POL002529,2024-08-27,40155.71,OPEN
CLM0011454,POL004417,2026-04-12,63747.3,CLOSED
CLM0001264,POL001099,2026-05-19,53305.96,DENIED
CLM0006794,POL001487,2025-12-07,57332.5,CLOSED
CLM0002266,POL985118,2026-03-24,17082.62,OPEN
CLM0010254,POL002793,2026-07-13,17853.1,DENIED
CLM0006262,POL004561,0000-00-00,31718.34,CLOSED
CLM0007608,POL003081,2026-03-10,76522.75,CLOSED
CLM0003780,POL000207,2026-01-22,24935.16,DENIED
CLM0006739,POL000732,2024-07-09,40376.13,  OPEN 
CLM0006126,POL004114,2025-03-09,59092.95,DENIED
CLM0002702,POL003833,2025-05-26,36807.03,IN REVIEW
CLM0001972,POL002681,2024-07-06,29433.88,CLOSED
CLM0010604,POL001723,2025-12-16,57675.92,CLOSED
CLM0001206,POL001011,2026-07-14,28254.0,CLOSED
CLM0005209,POL001428,2025-06-13,55589.05,CLOSED
CLM0006830,POL003355,2025-11-20,16678.26,CLOSED
CLM0007234,POL000928,2026-02-26,933.36,IN REVIEW
CLM0011146,POL002812,2024-11-01,62125.82,OPEN
CLM0002080,POL004697,2024-09-03,16476.36,OPEN
CLM0005134,POL001561,2025-11-11,33035.28,OPEN
CLM0003041,POL002379,2024-11-12,8497.62,IN REVIEW
CLM0009434,POL002470,2025-09-28,27023.27,IN REVIEW
CLM0001421,POL000582,2025-11-14,77104.13,OPEN
CLM0004516,POL004021,2025-05-10,56986.41,DENIED
CLM0001039,POL003905,2025-11-21,20766.4,DENIED
CLM0005370,POL001058,2025-11-17,23010.2,IN REVIEW
CLM0005773,POL003812,2025-09-10,59443.26,IN REVIEW
CLM0004123,POL004302,2026-01-25,53404.64,DENIED
CLM0007975,POL004702,2024-11-24,16702.88,OPEN
CLM0000626,POL001933,2025-01-16,27718.42,open
CLM0000929,POL000937,2025-05-25,56697.35,OPEN
CLM0000007,POL001157,2025-11-09,4123.65,CLOSED
CLM0005623,POL001752,2024-07-22,3504.92,IN REVIEW
CLM0002284,POL004104,,5713.22,DENIED
CLM0002399,POL003413,2026-03-31,57717.25,OPEN
CLM0007192,POL002726,2025-06-30,40010.19,OPEN
CLM0004887,POL000889,2026-07-05,57545.15,IN REVIEW
CLM0007697,POL003394,2025-02-06,53554.63,CLOSED
CLM0003154,POL003171,2024-12-29,36647.9,OPEN
CLM0005833,POL004788,2026-06-09,69114.73,CLOSED
CLM0011046,POL000110,2025-06-01,14226.41,IN REVIEW
CLM0002280,POL004225,2026-03-06,42275.08,CLOSED
CLM0000446,POL004742,2025-02-19,5485.36,  DENIED 
CLM0006163,POL001316,2025-08-04,51124.28,IN REVIEW
CLM0009811,POL000006,2025-02-13,28701.14,OPEN
CLM0010192,POL003533,2025-09-15,13811.0,DENIED
CLM0004918,POL001145,2025-10-05,2482.91,IN REVIEW
CLM0000272,POL000386,2025-07-17,18651.19,IN REVIEW
CLM0006733,POL003591,2026-07-08,30194.94,CLOSED
CLM0007289,POL004521,2026-05-12,59890.11,OPEN
CLM0003588,POL004803,2025-08-26,41207.83,OPEN
CLM0004389,POL001264,2025-04-24,57090.19,DENIED
CLM0000052,POL001015,2025-02-02,9999999.99,CLOSED
CLM0000434,POL003932,2025-08-03,19898.89,IN REVIEW
CLM0008851,POL001213,2026-01-22,7820.8,DENIED
CLM0007888,POL001253,2024-09-02,49452.14,OPEN
CLM0006327,POL003512,2025-07-11,4612.98,OPEN
CLM0002843,POL001477,2026-02-06,41968.51,DENIED
CLM0010542,POL003368,2026-03-20,8341.43,CLOSED
CLM0011199,POL001009,2025-05-15,51456.33,IN REVIEW
CLM0008216,POL004879,2025-10-02,57119.48,CLOSED
CLM0011704,POL002508,2025-07-26,64761.79,CLOSED
CLM0000066,POL002281,2024-11-20,67049.41,CLOSED
CLM0000028,POL982193,2025-11-12,44424.62,OPEN
CLM0004161,POL001063,2026-03-07,42226.03,IN REVIEW
CLM0011797,POL003965,2025-11-02,78036.58,OPEN
CLM0005028,POL004613,2025-09-19,78826.55,DENIED
CLM0007223,POL004491,2026-02-11,55282.29,OPEN
CLM0006418,POL001605,2025-12-26,71646.71,DENIED
CLM0002030,POL004577,2026-07-17,22857.74,OPEN
CLM0011778,POL000028,2025-01-13,60405.65,CLOSED
CLM0010827,POL002972,2026-06-17,549.88,OPEN
CLM0000684,POL001574,2024-11-27,25795.86,open
CLM0007553,POL002058,2026-01-07,16903.17,DENIED
CLM0007372,POL003386,2025-05-19,74765.13,IN REVIEW
CLM0006300,POL001720,2026-05-31,79736.23,OPEN
CLM0006691,POL001064,2025-05-15,13045.19,  OPEN 
CLM0005318,POL004270,2025-06-22,33429.18,CLOSED
CLM0001613,POL003218,,26382.01,CLOSED
CLM0004764,POL004159,2025-07-25,17728.55,DENIED
CLM0004845,POL004573,2024-09-28,205.18,IN REVIEW
CLM0000386,POL004767,2026-02-01,24858.31,OPEN
CLM0005255,POL003713,2024-06-08,11574.6,CLOSED
CLM0008855,POL002757,2026-01-09,66652.14,IN REVIEW
CLM0006586,POL004304,2025-08-10,76126.02,OPEN
CLM0010609,POL000955,2025-06-06,37376.76,CLOSED
CLM0002121,POL003502,2024-06-06,9663.26,IN REVIEW
CLM0003732,POL003105,2024-09-13,67862.99,OPEN
CLM0000525,POL000586,2026-03-15,51110.13,IN REVIEW
CLM0002377,POL003528,2025-01-03,35526.22,DENIED
CLM0006910,POL002983,2024-10-05,34849.74,OPEN
CLM0011334,POL000526,2024-07-24,8207.83,DENIED
CLM0008565,POL004700,2024-06-08,57955.05,DENIED
CLM0011383,POL002320,2026-04-07,53518.58,OPEN
CLM0001700,POL004467,2025-04-26,8239.72,CLOSED
CLM0004302,POL001345,2025-12-21,76158.05,DENIED
CLM0006458,POL001292,2025-06-12,47826.53,IN REVIEW
CLM0005283,POL003785,2026-05-30,23492.0,IN REVIEW
CLM0010647,POL004368,2026-01-08,43979.07,OPEN
CLM0005668,POL000848,2025-11-04,9887.59,OPEN
CLM0010651,POL003617,,54414.71,OPEN
CLM0008228,POL974385,2025-02-21,57817.01,DENIED
CLM0006619,POL003308,,6054.74,CLOSED
CLM0007133,POL001835,2026-03-23,59830.48,CLOSED
CLM0007225,POL003659,2024-06-17,19682.63,DENIED
CLM0003277,POL004474,2025-02-09,43840.31,OPEN
CLM0011244,POL004029,2026-03-12,49999.87,IN REVIEW
CLM0007498,POL002102,2026-06-27,7147.49,OPEN
CLM0004264,POL003508,31/12/2025,4097.57,DENIED
CLM0003736,POL000669,2025-06-03,44320.77,DENIED
CLM0001730,POL004081,2025-01-30,2661.6,DENIED
CLM0001773,POL003747,2026-02-16,35654.51,IN REVIEW
CLM0002925,POL002503,2024-06-25,30969.73,IN REVIEW
CLM0011413,POL002846,2024-07-06,40228.2,IN REVIEW
CLM0004048,POL000888,2025-04-20,19097.07,CLOSED
CLM0001879,POL000722,2026-06-01,56524.14,DENIED
CLM0004294,POL002990,2025-06-03,65855.88,IN REVIEW
CLM0004923,POL000745,2026-01-01,57429.66,CLOSED
CLM0005115,POL002799,2026-05-12,71417.11,DENIED
CLM0000061,POL004426,2025-12-05,50638.11,OPEN
CLM0000866,POL000556,2025-04-15,13098.3,DENIED
CLM0000875,POL002504,2025-09-21,22864.06,closed
CLM0003829,POL004704,2026-05-30,58716.0,IN REVIEW
CLM0008138,POL001692,2024-06-16,23141.09,OPEN
CLM0011376,POL001829,2026-03-18,64071.82,IN REVIEW
CLM0011714,POL000566,2025-09-08,59777.72,OPEN
CLM0008687,POL002124,2026-03-22,9517.58,IN REVIEW
CLM0010591,POL000888,2025-02-26,9051.93,IN REVIEW
CLM0001549,POL002594,2026-07-02,68793.56,  OPEN 
CLM0009705,POL003484,2024-09-24,77504.21,OPEN
CLM0004316,POL002103,2025-12-04,46970.4,OPEN
CLM0006187,POL000755,2025-08-03,65002.37,IN REVIEW
CLM0001122,POL004105,2025-06-04,72465.06,IN REVIEW
CLM0011031,POL003886,2025-07-18,47941.1,DENIED
CLM0004437,POL001741,2025-08-31,32047.11,OPEN
CLM0002954,POL000226,2025-03-11,60028.2,IN REVIEW
CLM0000180,POL004563,2024-08-28,7205.85,DENIED
CLM0010483,POL004102,2024-07-02,5815.41,CLOSED
CLM0006280,POL000339,2024-09-06,19974.09,OPEN
CLM0009790,POL004470,2025-06-09,31294.73,CLOSED
CLM0011449,POL002254,2026-03-20,57663.14,IN REVIEW
CLM0003274,POL002915,2024-06-05,27492.04,CLOSED
CLM0003740,POL003128,2025-06-18,27125.15,DENIED
CLM0011336,POL003188,2025-10-23,4775.2,OPEN
CLM0001223,POL000615,2025-08-30,79883.03,OPEN
CLM0000229,POL001959,2024-11-03,45367.28,DENIED
CLM0003466,POL001424,2024-06-09,16993.81,IN REVIEW
CLM0011814,POL000820,2024-12-28,21800.78,IN REVIEW
CLM0009137,POL002116,2026-06-06,22320.7,IN REVIEW
CLM0003759,POL001496,2025-10-17,33118.54,CLOSED
CLM0011077,POL001232,2026-02-23,19175.65,DENIED
CLM0011101,POL002299,2025-01-23,75467.43,IN REVIEW
CLM0004325,POL002921,2024-08-18,41181.68,OPEN
CLM0000724,POL001480,2024-07-22,21058.32,CLOSED
CLM0009884,POL004617,2024-08-13,69737.33,IN REVIEW
CLM0009605,POL004831,2026-06-21,39308.61,OPEN
CLM0005585,POL004102,2025-06-01,75897.05,CLOSED
CLM0007701,POL004961,2025-02-03,11704.77,DENIED
CLM0004521,POL001822,2025-07-08,20895.69,DENIED
CLM0010769,POL004456,2025-06-23,66144.41,CLOSED
CLM0008346,POL000353,2026-02-28,42425.92,IN REVIEW
CLM0001194,POL003084,2025-10-17,16490.67,OPEN
CLM0010241,POL001714,2025-04-12,12922.18,IN REVIEW
CLM0009490,POL003695,2025-03-12,8287.18,CLOSED
CLM0009173,POL001665,2026-07-15,32516.71,IN REVIEW
CLM0002927,POL002986,2024-08-21,59386.16,IN REVIEW
CLM0007078,POL004992,2024-06-23,71980.94,DENIED
CLM0003441,POL004285,2026-01-21,17356.58,OPEN
CLM0007759,POL004132,2025-08-27,27636.26,OPEN
CLM0006950,POL004877,2026-02-05,73499.06,IN REVIEW
CLM0003547,POL000770,2025-11-30,67451.21,CLOSED
CLM0011399,POL003741,2024-11-19,41709.46,OPEN
CLM0002948,POL002828,2025-10-15,53204.62,DENIED
CLM0003748,POL001337,2025-04-06,6633.45,CLOSED
CLM0010768,POL004611,2025-12-24,65361.11,IN REVIEW
CLM0005852,POL001337,2026-06-24,11140.4,in review
CLM0007070,POL003760,2024-08-25,28616.2,OPEN
CLM0007527,POL001318,2026-06-09,31654.61,OPEN
CLM0002745,POL003471,2025-02-28,50642.72,  DENIED 
CLM0007014,POL000473,2024-12-28,31494.39,DENIED
CLM0011457,POL002415,2024-10-01,32410.78,OPEN
CLM0008327,POL002832,2024-09-29,68040.86,CLOSED
CLM0007825,POL002289,2024-08-01,74171.85,CLOSED
CLM0000594,POL003654,N/A,20998.46,IN REVIEW
CLM0010754,POL003887,2025-05-03,52771.57,IN REVIEW
CLM0004884,POL004793,2025-03-29,22500.11,OPEN
CLM0006301,POL002737,2026-07-01,63064.91,IN REVIEW
CLM0006940,POL000653,2024-08-22,15193.04,CLOSED
CLM0003633,POL003427,2026-06-11,23042.22,DENIED
CLM0005005,POL000148,2026-05-12,58788.2,OPEN
CLM0009994,POL002637,2024-12-28,8482.02,IN REVIEW
CLM0001935,POL002710,2025-04-19,41572.94,CLOSED
CLM0006613,POL002718,2025-08-26,13951.61,IN REVIEW
CLM0002184,POL002773,2025-12-14,73718.86,DENIED
CLM0007845,POL001248,2025-12-14,36331.67,OPEN
CLM0010230,POL000700,2024-12-31,37997.8,in review
CLM0002548,POL000086,2026-06-15,56760.33,IN REVIEW
CLM0003863,POL000524,2025-01-23,38457.7,IN REVIEW
CLM0003369,POL000948,2025-06-25,9206.21,IN REVIEW
CLM0008238,POL000030,2025-01-24,18410.62,DENIED
CLM0003203,POL004955,2025-08-16,47432.06,IN REVIEW
CLM0004815,POL001375,2025-05-29,17139.91,DENIED
CLM0002896,POL003087,2025-06-02,59438.32,CLOSED
CLM0004696,POL004401,2025-03-05,24772.5,OPEN
CLM0002113,POL003036,2025-11-25,79700.11,OPEN
CLM0010686,POL002666,2024-08-06,21122.45,CLOSED
CLM0002724,POL002935,2026-02-12,16306.03,DENIED
CLM0007029,POL004930,2025-04-22,52280.72,DENIED
CLM0008144,POL004473,2026-01-19,51668.43,DENIED
CLM0008490,POL000614,2024-08-21,58570.52,IN REVIEW
CLM0002962,POL002625,2025-12-08,24053.88,DENIED
CLM0008276,POL004172,2026-01-20,31391.62,OPEN
CLM0006052,POL004417,2024-08-29,37395.77,CLOSED
CLM0005867,POL002500,2025-05-19,60406.85,OPEN
CLM0003076,POL001096,2025-09-10,72696.79,OPEN
CLM0002363,POL002172,2024-08-10,801.28,OPEN
CLM0011729,POL003368,2026-06-21,20269.53,DENIED
CLM0002460,POL004393,2025-04-24,30502.77,CLOSED
CLM0002146,POL004461,2026-02-04,25013.8,DENIED
CLM0010404,POL001560,2025-03-30,58291.78,OPEN
CLM0009143,POL003497,2026-03-04,29643.25,DENIED
CLM0008051,POL001608,2026-04-16,74686.33,OPEN
CLM0001189,POL004734,2026-04-04,8939.8,DENIED
CLM0010740,POL003551,2025-11-18,8736.5,CLOSED
CLM0011665,POL000570,2026-05-04,76639.74,CLOSED
CLM0008100,POL002545,2025-08-01,20488.87,IN REVIEW
CLM0009275,POL004072,2025-07-30,32193.52,IN REVIEW
CLM0010228,POL001961,2026-04-22,60593.26,IN REVIEW
CLM0006949,POL004994,2024-07-14,9999999.99,denied
CLM0002986,POL000586,2025-06-23,52573.11,  IN REVIEW 
CLM0009383,POL001845,2026-07-14,33105.5,open
CLM0001126,POL002585,2025-08-03,71581.42,DENIED
CLM0011548,POL001542,2026-05-10,45481.91,OPEN
CLM0011535,POL002232,2026-05-31,64711.22,CLOSED
CLM0007580,POL004900,2024-12-26,41120.92,IN REVIEW
CLM0009044,POL002222,2026-06-25,19671.39,OPEN
CLM0007661,POL003300,2026-03-20,40735.91,IN REVIEW
CLM0009703,POL003227,2026-05-01,68659.7,IN REVIEW
CLM0004968,POL004860,2025-08-29,59317.8,DENIED
CLM0004112,POL004621,2025-05-08,18019.87,DENIED
CLM0008736,POL003026,2025-08-19,24083.24,DENIED
CLM0008503,POL000757,2024-07-13,526.31,OPEN
CLM0011669,POL004205,2025-12-21,47073.15,DENIED
CLM0010331,POL004260,2025-04-01,32720.16,  CLOSED 
CLM0007227,POL004889,2025-04-05,21324.06,IN REVIEW
CLM0010096,POL003318,2025-10-13,21131.83,DENIED
CLM0003532,POL003073,2025-04-02,66280.23,DENIED
CLM0004656,POL002571,2025-12-12,3317.71,CLOSED
CLM0002279,POL002844,2025-04-01,30583.93,OPEN
CLM0008028,POL000123,2026-05-30,24968.86,OPEN
CLM0010688,POL004282,2025-10-13,13494.46,denied
CLM0002230,POL000929,2026-01-13,29220.74,DENIED
CLM0007962,POL004446,2026-06-10,47246.25,CLOSED
CLM0004465,POL000860,2025-08-05,75087.48,denied
CLM0004331,POL002189,2025-06-07,12354.64,IN REVIEW
CLM0006118,POL000476,2026-02-01,22721.4,CLOSED
CLM0011518,POL001860,2024-09-16,15598.05,OPEN
CLM0011891,POL002038,2025-02-25,44081.69,OPEN
CLM0002274,POL003416,2024-10-22,6032.5,closed
CLM0003375,POL002748,2025-01-11,20799.02,DENIED
CLM0000231,POL004977,2026-01-09,13589.68,CLOSED
CLM0005340,POL002724,2025-10-21,26757.39,IN REVIEW
CLM0002862,POL002104,2026-06-26,44369.67,in review
CLM0008016,POL004201,2025-03-17,59619.81,CLOSED
CLM0010666,POL000105,2026-07-10,70238.8,OPEN
CLM0001116,POL000625,2024-12-22,53392.81,CLOSED
CLM0005226,POL004970,2024-10-27,38679.76,DENIED
CLM0005671,POL004843,2026-03-27,68577.04,DENIED
CLM0005248,POL000024,2025-11-14,51222.51,  DENIED 
CLM0004263,POL003350,2026-13-45,19163.02,CLOSED
CLM0006422,POL004681,2025-06-27,20217.4,DENIED
CLM0007171,POL004740,2025-05-29,65303.73,OPEN
CLM0002714,POL914296,2025-05-19,53736.81,IN REVIEW
CLM0006150,POL002751,2025-02-10,2738.88,CLOSED
CLM0004814,POL002967,2025-11-26,31166.93,CLOSED
CLM0002076,POL003510,2026-06-26,9999999.99,OPEN
CLM0000763,POL004758,2025-12-02,52568.72,OPEN
CLM0008222,POL002030,2025-08-03,40548.38,  OPEN 
CLM0011161,POL004567,2026-01-22,35685.44,CLOSED
CLM0002255,POL004301,2024-10-23,7638.61,OPEN
CLM0001364,POL000870,2026-07-10,47607.49,IN REVIEW
CLM0011813,POL004093,2025-07-30,78207.4,IN REVIEW
CLM0008380,POL001948,2026-05-29,65897.15,OPEN
CLM0010783,POL001981,2026-02-16,63969.88,IN REVIEW
CLM0009412,POL004116,2026-05-18,11943.14,OPEN
CLM0001946,POL001555,2025-09-30,35436.84,OPEN
CLM0001244,POL000234,2024-11-07,28925.6,DENIED
CLM0000880,POL002329,2024-06-18,59945.05,OPEN
CLM0006444,POL000738,2024-08-04,24920.46,IN REVIEW
CLM0001689,POL954391,2026-02-04,77809.92,IN REVIEW
CLM0001501,POL001554,2024-07-19,35286.56,OPEN
CLM0004333,POL002907,N/A,42007.62,CLOSED
CLM0011981,POL001125,2025-03-13,29780.11,IN REVIEW
CLM0010813,POL002256,2025-01-21,44507.31,OPEN
CLM0006107,POL001661,2026-06-08,52306.77,IN REVIEW
CLM0005147,POL003789,2024-10-08,15036.12,DENIED
CLM0005116,POL004735,2025-01-04,15874.71,OPEN
CLM0002186,POL001674,2026-02-10,8781.53,CLOSED
CLM0009085,POL002127,2026-05-14,58734.63,CLOSED
CLM0002051,POL002533,2025-10-22,846.5,CLOSED
CLM0002201,POL001578,2024-07-10,79404.28,CLOSED
CLM0003531,POL001785,2024-09-03,11747.77,CLOSED
CLM0010715,POL002171,2026-04-30,72815.86,DENIED
CLM0008612,POL000562,2024-06-10,53290.03,DENIED
CLM0010421,POL003763,2025-11-01,3204.89,IN REVIEW
CLM0009403,POL000234,2026-03-07,31726.27,open
CLM0001274,POL004306,2024-10-12,77118.32,IN REVIEW
CLM0009392,POL002737,2025-08-04,68509.47,CLOSED
CLM0005501,POL001343,2025-09-23,74446.5,DENIED
CLM0001021,POL003581,2026-02-08,72953.65,DENIED
CLM0004233,POL004855,2024-12-04,26506.42,CLOSED
CLM0011360,POL000119,2026-01-14,12589.85,CLOSED
CLM0000632,POL004103,2025-10-10,22464.22,OPEN
CLM0011496,POL003639,2025-10-26,39630.26,CLOSED
CLM0008734,POL004169,2025-04-20,39804.67,DENIED
CLM0005777,POL002043,2024-11-18,17912.84,IN REVIEW
CLM0003552,POL004812,2026-03-03,43219.41,OPEN
CLM0011660,POL003450,2024-06-11,46534.86,OPEN
CLM0010222,POL003997,2025-07-27,36706.47,DENIED
CLM0004091,POL001477,2025-12-01,28810.51,OPEN
CLM0010071,POL002616,2025-09-24,301.85,IN REVIEW
CLM0007559,POL002219,31/12/2025,2485.77,DENIED
CLM0002310,POL004544,2026-05-07,35871.31,OPEN
CLM0010723,POL001503,2026-04-29,26096.91,CLOSED
CLM0003942,POL004139,2024-11-20,27640.26,DENIED
CLM0009531,POL002569,2024-11-14,13690.15,OPEN
CLM0000037,POL004703,2025-03-15,31516.35,in review
CLM0007200,POL003832,2025-02-13,49083.3,OPEN
CLM0009033,POL004853,2024-07-26,58453.42,OPEN
CLM0009439,POL002928,2024-08-21,666.78,IN REVIEW
CLM0008291,POL003701,2026-05-03,35946.42,IN REVIEW
CLM0010586,POL001109,2026-05-03,18656.7,OPEN
CLM0000332,POL004739,2025-09-26,17064.16,IN REVIEW
CLM0005194,POL001113,2026-05-17,53229.98,IN REVIEW
CLM0003086,POL001232,2024-08-08,9077.37,OPEN
CLM0011094,POL000234,2024-07-25,-18032.36,DENIED
CLM0003643,POL004322,0000-00-00,12219.85,DENIED
CLM0006218,POL004344,2026-04-25,72811.99,DENIED
CLM0002312,POL001475,2026-04-22,29436.65,DENIED
CLM0005831,POL003223,2024-06-13,61149.2,CLOSED
CLM0002601,POL001377,2025-10-21,24145.17,DENIED
CLM0000276,POL000950,2025-11-17,9082.86,IN REVIEW
CLM0009788,POL002203,2025-11-19,44806.01,CLOSED
CLM0004099,POL001062,2025-04-21,53165.45,IN REVIEW
CLM0006466,POL002952,2026-07-10,37543.19,DENIED
CLM0010904,POL004504,2025-10-23,42386.74,CLOSED
CLM0007725,POL004536,2025-10-16,11067.02,CLOSED
CLM0002851,POL004872,2025-01-21,73984.88,CLOSED
CLM0010970,POL000243,2026-01-03,66609.8,closed
CLM0007057,POL004551,2024-08-11,60379.94,OPEN
CLM0000858,POL003291,2025-03-29,77103.42,DENIED
CLM0003708,POL002526,2025-05-21,67445.85,DENIED
CLM0000722,POL001634,2026-07-11,42069.33,OPEN
CLM0009773,POL004180,2026-02-26,55102.85,CLOSED
CLM0007076,POL000260,2025-01-07,17541.91,IN REVIEW
CLM0003525,POL003921,2026-04-04,74979.64,IN REVIEW
CLM0003931,POL003597,2025-04-30,9061.46,OPEN
CLM0005560,POL000056,2025-06-23,47685.08,DENIED
CLM0003597,POL002928,2024-09-21,10645.6,DENIED
CLM0009438,POL001132,2024-06-14,39559.39,DENIED
CLM0000205,POL002833,2025-04-10,59296.67,OPEN
CLM0011786,POL003318,2025-09-04,36440.5,OPEN
CLM0008480,POL002791,2024-06-16,9995.36,CLOSED
CLM0005655,POL001288,2026-02-04,77463.88,CLOSED
CLM0009823,POL004970,2024-12-25,38628.95,IN REVIEW
CLM0004903,POL003241,2025-08-01,7636.44,OPEN
CLM0011276,POL003686,2025-11-10,15509.94,DENIED
CLM0008923,POL003929,2024-06-08,43052.41,IN REVIEW
CLM0011032,POL001643,2026-03-25,16547.48,IN REVIEW
CLM0000240,POL001737,2025-03-19,41902.47,DENIED
CLM0008635,POL000996,2026-04-07,67420.78,IN REVIEW
CLM0006649,POL002843,2026-05-03,9724.03,DENIED
CLM0001691,POL003321,2025-02-02,67524.04,open
CLM0000214,POL000858,2025-07-13,79391.13,OPEN
CLM0003582,POL000494,2026-04-10,72779.21,IN REVIEW
CLM0001987,POL002320,31/12/2025,25796.9,IN REVIEW
CLM0007123,POL001513,2024-08-01,20564.34,  IN REVIEW 
CLM0000393,POL002660,2024-08-23,7115.53,CLOSED
CLM0008201,POL000450,2026-01-25,11553.56,CLOSED
CLM0007022,POL002388,2024-08-29,43060.66,DENIED
CLM0010255,POL003326,2025-05-06,20760.08,CLOSED
CLM0007358,POL002471,2026-01-25,36051.46,IN REVIEW
CLM0009668,POL000566,2026-06-14,22758.09,OPEN
CLM0008124,POL003152,2025-04-03,28679.32,OPEN
CLM0007443,POL003951,2025-01-08,23941.76,IN REVIEW
CLM0007375,POL001406,2025-10-07,33052.37,CLOSED
CLM0010564,POL004526,2025-06-03,59688.61,OPEN
CLM0008172,POL001278,2025-10-04,67632.89,IN REVIEW
CLM0000285,POL000570,2025-04-30,9999999.99,OPEN
CLM0003275,POL003635,2025-10-15,49670.92,OPEN
CLM0002709,POL003935,2024-09-06,61353.49,CLOSED
CLM0008396,POL004877,2026-07-06,2689.99,IN REVIEW
CLM0009795,POL003394,2025-09-27,18990.15,IN REVIEW
CLM0003671,POL004608,2024-10-06,20229.28,IN REVIEW
CLM0006400,POL003143,2025-03-08,45883.86,CLOSED
CLM0007279,POL000764,2026-05-30,14763.12,IN REVIEW
CLM0011327,POL002383,2025-07-28,78836.99,DENIED
CLM0006192,POL001673,2024-10-30,75936.42,OPEN
CLM0000200,POL001274,2025-01-02,6600.45,CLOSED
CLM0011245,POL002927,2025-09-09,58041.9,DENIED
CLM0009052,POL001919,2025-06-28,57687.09,in review
CLM0003444,POL003500,2025-09-26,69410.43,CLOSED
CLM0002132,POL002804,2026-04-15,42562.59,CLOSED
CLM0001176,POL004195,2026-04-10,68487.89,IN REVIEW
CLM0008606,POL000675,2025-01-20,22027.78,CLOSED
CLM0002083,POL001890,2024-12-21,63158.51,DENIED
CLM0004960,POL002863,2024-08-29,59438.39,CLOSED
CLM0005397,POL003785,2025-07-10,45326.98,CLOSED
CLM0010790,POL003700,2024-06-12,61998.12,OPEN
CLM0000092,POL004419,2025-06-27,40490.75,IN REVIEW
CLM0002663,POL002022,2024-07-19,49489.43,  OPEN 
CLM0006582,POL980034,2025-08-11,16740.15,DENIED
CLM0006778,POL001522,2025-05-26,15522.79,CLOSED
CLM0004273,POL004835,2025-08-04,44390.66,CLOSED
CLM0009326,POL004668,2024-07-22,32746.42,DENIED
CLM0002053,POL000586,2024-06-28,69524.16,CLOSED
CLM0005350,POL002165,2026-02-03,22897.29,IN REVIEW
CLM0010832,POL002066,2025-10-08,58705.19,CLOSED
CLM0010733,POL002158,2024-11-05,23120.12,IN REVIEW
CLM0004476,POL004845,2025-01-11,38261.09,DENIED
CLM0007787,POL003497,2026-07-20,52492.63,IN REVIEW
CLM0001516,POL000770,2024-10-23,79344.41,IN REVIEW
CLM0010853,POL001623,2024-07-03,53682.75,OPEN
CLM0011574,POL003970,2026-04-14,53986.09,DENIED
CLM0000154,POL002261,2025-06-13,9576.81,DENIED
CLM0009400,POL001543,2025-06-03,16992.75,OPEN
CLM0010219,POL001594,2025-04-29,49692.56,OPEN
CLM0008156,POL004244,2025-04-24,72136.41,IN REVIEW
CLM0009906,POL003154,2025-12-01,68509.06,CLOSED
CLM0007891,POL003109,2026-03-18,66863.67,CLOSED
CLM0007440,POL001375,2025-09-25,79778.72,CLOSED
CLM0002155,POL000761,2024-10-21,40502.47,DENIED
CLM0000734,POL999276,2025-09-02,67510.91,DENIED
CLM0004611,POL001308,2024-07-16,41816.07,CLOSED
CLM0006060,POL002850,2025-08-17,63550.81,OPEN
CLM0006253,POL001580,2024-10-22,48761.78,IN REVIEW
CLM0009940,POL002999,2024-12-12,33549.41,CLOSED
CLM0000742,POL004794,2026-02-18,16362.08,DENIED
CLM0002128,POL000887,2025-04-21,21211.6,OPEN
CLM0002212,POL004315,2025-09-28,8870.39,IN REVIEW
CLM0011576,POL002986,2024-12-12,52681.19,CLOSED
CLM0000973,POL004432,2024-12-12,39199.26,CLOSED
CLM0005162,POL004955,2025-05-20,149.82,IN REVIEW
CLM0005686,POL001101,2024-11-14,68852.07,OPEN
CLM0011965,POL002589,2024-12-26,11146.65,DENIED
CLM0009685,POL003517,2024-12-18,45841.56,DENIED
CLM0001012,POL004744,2025-05-06,15449.19,OPEN
CLM0008106,POL001520,2024-12-27,55661.87,CLOSED
