policy_id,broker_id,product,start_date,end_date,premium,status,extract_date
POL003060,BRK0008,cyber,2024-07-03,2025-07-03,20171.47,CANCELLED,2026-08-15
POL002129,BRK0042,Cyber,2026-03-20,2027-03-20,5062.81,LAPSED,2026-08-15
POL003473,BRK0031,Cyber,2024-03-14,2025-03-14,3547.11,ACTIVE,2026-08-15
POL002911,BRK0023,Cyber,2024-05-01,2025-05-01,7272.91,RENEWED,2026-08-15
POL001922,BRK0030,Property,2024-09-11,2025-09-11,10609.8,RENEWED,2026-08-15
POL002398,BRK0009,Cyber,2026-01-18,2027-01-18,23935.68,LAPSED,2026-08-15
POL000832,BRK0008,General Liability,2025-02-21,2026-02-21,19175.71,CANCELLED,2026-08-15
POL004973,BRK0045,Property,2025-08-09,2026-08-09,12368.42,CANCELLED,2026-08-15
POL003475,BRK0048,Property,2025-03-14,2026-03-14,24821.55,ACTIVE,2026-08-15
POL000138,BRK0014,General Liability,2024-01-08,2025-01-07,7591.45,ACTIVE,2026-08-15
POL000389,BRK0041,Marine,2026-03-21,2027-03-21,17492.23,CANCELLED,2026-08-15
POL002890,BRK0016,Commercial Auto,2025-11-05,2026-11-05,20639.64,ACTIVE,2026-08-15
POL001049,BRK0004,General Liability,2025-04-10,2026-04-10,10566.1,LAPSED,2026-08-15
POL001861,BRK0026,General Liability,2024-10-11,2025-10-11,7935.67,CANCELLED,2026-08-15
POL004693,BRK0032,Marine,2026-02-08,2027-02-08,24436.25,LAPSED,2026-08-15
POL004888,BRK0033,Marine,2025-06-13,2026-06-13,5702.46,ACTIVE,2026-08-15
POL001540,BRK0026,Property,2025-09-11,2026-09-11,958.61,RENEWED,2026-08-15
POL000877,BRK0014,Property,2024-10-31,2025-10-31,19285.15,RENEWED,2026-08-15
POL000955,BRK0020,Cyber,2025-04-04,2026-04-04,20232.0,LAPSED,2026-08-15
POL004817,BRK0014,Property,2025-01-15,2026-01-15,3814.71,LAPSED,2026-08-15
POL004926,BRK0006,Marine,2025-04-20,2026-04-20,19436.01,RENEWED,2026-08-15
POL003354,BRK0012,Marine,2025-01-01,2026-01-01,17053.28,LAPSED,2026-08-15
POL003866,BRK0036,Commercial Auto,2025-11-07,2026-11-07,11672.71,RENEWED,2026-08-15
POL000175,BRK0031,Property,2025-12-13,2026-12-13,11713.15,CANCELLED,2026-08-15
POL003438,BRK0014,Property,2024-03-09,2025-03-09,11594.12,RENEWED,2026-08-15
POL001728,BRK0015,Commercial Auto,2026-05-27,2027-05-27,23746.64,CANCELLED,2026-08-15
POL001502,BRK0019,General Liability,2024-06-30,2025-06-30,15128.94,RENEWED,2026-08-15
POL004937,BRK0009,Commercial Auto,2025-10-31,2026-10-31,1962.22,RENEWED,2026-08-15
POL001727,BRK0044,PROPERTY,2024-04-16,2025-04-16,19333.04,ACTIVE,2026-08-15
POL003030,BRK0003,Cyber,2024-07-17,2025-07-17,5697.94,RENEWED,2026-08-15
POL000555,BRK0029,Marine,2025-12-11,2026-12-11,24714.2,ACTIVE,2026-08-15
POL004304,BRK0023,General Liability,2026-04-02,2027-04-02,17224.12,LAPSED,2026-08-15
POL004962,BRK0001,Commercial Auto,2025-07-14,2026-07-14,4572.99,ACTIVE,2026-08-15
POL002549,BRK0021,Marine,2025-06-17,2026-06-17,18848.89,ACTIVE,2026-08-15
POL000105,BRK0021,Marine,2024-10-29,2025-10-29,24301.49,CANCELLED,2026-08-15
POL000358,BRK0015,Cyber,2024-07-02,2025-07-02,11894.81,CANCELLED,2026-08-15
POL001080,BRK0044,Property,2026-03-31,2027-03-31,11337.84,ACTIVE,2026-08-15
POL003224,BRK0028,Marine,2025-05-25,2026-05-25,16641.42,RENEWED,2026-08-15
POL002553,BRK0031,Cyber,2024-04-02,2025-04-02,15430.55,CANCELLED,2026-08-15
POL000977,BRK0010,Marine,2024-11-23,2025-11-23,22537.79,ACTIVE,2026-08-15
POL004537,BRK0008,Commercial Auto,2024-07-29,2025-07-29,3281.79,ACTIVE,2026-08-15
POL000678,BRK0041,Property,2024-01-12,2025-01-11,7856.96,CANCELLED,2026-08-15
POL000356,BRK0003,Cyber,2024-07-02,2025-07-02,6000.63,LAPSED,2026-08-15
POL002751,BRK0002,Cyber,2025-03-12,2026-03-12,27423.29,RENEWED,2026-08-15
POL000936,BRK0033,Commercial Auto,2026-04-27,2027-04-27,6053.91,LAPSED,2026-08-15
POL000321,BRK0049,Commercial Auto,2025-07-09,2026-07-09,10916.29,LAPSED,2026-08-15
POL002016,BRK0011,Cyber,2025-04-08,2026-04-08,10909.71,RENEWED,2026-08-15
POL001964,BRK0043,Marine,2026-05-04,2027-05-04,9537.33,ACTIVE,2026-08-15
POL004155,BRK0022,General Liability,2024-08-02,2025-08-02,22665.4,ACTIVE,2026-08-15
POL001092,BRK0046,Marine,2025-06-05,2026-06-05,9940.66,RENEWED,2026-08-15
POL003588,BRK0004,Commercial Auto,2024-05-07,2025-05-07,11827.42,LAPSED,2026-08-15
POL003914,BRK0027,Property,2025-05-14,2026-05-14,25686.84,CANCELLED,2026-08-15
POL000898,BRK0019,General Liability,2025-03-16,2026-03-16,8168.75,LAPSED,2026-08-15
POL003437,BRK0041,Property,2025-05-10,2026-05-10,10754.16,ACTIVE,2026-08-15
POL003679,BRK0024,Marine,2025-08-04,2026-08-04,16830.06,RENEWED,2026-08-15
POL001713,BRK0010,Property,2024-02-15,2025-02-14,23093.36,CANCELLED,2026-08-15
POL001324,BRK0047,General Liability,2024-08-13,2025-08-13,16104.03,CANCELLED,2026-08-15
POL003522,BRK0042,General Liability,2024-12-06,2025-12-06,8357.83,ACTIVE,2026-08-15
POL002235,BRK0008,Commercial Auto,2024-05-30,2025-05-30,13668.79,CANCELLED,2026-08-15
POL000221,BRK0031,Property,2025-09-16,2026-09-16,23566.4,CANCELLED,2026-08-15
POL001530,BRK0040,Marine,2025-06-11,2026-06-11,22678.76,RENEWED,2026-08-15
POL001554,BRK0007,Marine,2025-11-30,2026-11-30,5127.44,ACTIVE,2026-08-15
POL004297,BRK0043,Marine,2026-03-21,2027-03-21,2554.56,ACTIVE,2026-08-15
POL000852,BRK0002,Cyber,2024-06-22,2025-06-22,14417.21,RENEWED,2026-08-15
POL000272,BRK0046,  Property ,2024-03-10,2025-03-10,16124.35,RENEWED,2026-08-15
POL001395,BRK0018,Cyber,2024-10-03,2025-10-03,7337.77,RENEWED,2026-08-15
POL003670,BRK0031,commercial auto,2024-09-05,2025-09-05,13511.03,CANCELLED,2026-08-15
POL000893,BRK0039,  General Liability ,2026-01-23,2027-01-23,6253.62,CANCELLED,2026-08-15
POL000238,BRK0011,Marine,2024-11-10,2025-11-10,19361.11,ACTIVE,2026-08-15
POL004395,BRK0014,Cyber,2026-06-02,2027-06-02,21247.82,CANCELLED,2026-08-15
POL003631,BRK0020,General Liability,2025-01-31,2026-01-31,7813.51,ACTIVE,2026-08-15
POL001145,BRK0035,Property,2025-01-07,0000-00-00,1631.07,CANCELLED,2026-08-15
POL004929,BRK0045,Property,2026-02-09,2027-02-09,5135.65,ACTIVE,2026-08-15
POL002006,BRK0017,Cyber,2024-04-05,2025-04-05,1653.83,RENEWED,2026-08-15
POL003750,BRK0042,General Liability,2024-04-15,2025-04-15,12435.95,ACTIVE,2026-08-15
POL002090,BRK0050,General Liability,2025-08-24,2026-08-24,21438.6,LAPSED,2026-08-15
POL002567,BRK0031,Marine,2025-02-19,2026-02-19,15914.17,CANCELLED,2026-08-15
POL002807,BRK0035,Marine,2026-13-45,2026-06-01,18961.67,ACTIVE,2026-08-15
POL000521,BRK0047,Marine,2026-01-23,2027-01-23,6177.87,CANCELLED,2026-08-15
POL002624,BRK0041,Cyber,2024-12-02,2025-12-02,21049.63,CANCELLED,2026-08-15
POL000725,BRK0032,Commercial Auto,2024-10-20,2025-10-20,6675.25,CANCELLED,2026-08-15
POL003081,BRK0015,Property,2026-04-21,2027-04-21,18541.51,ACTIVE,2026-08-15
POL000892,BRK0009,General Liability,2025-04-25,2026-04-25,9895.64,RENEWED,2026-08-15
POL002001,BRK0040,Property,2025-04-28,2026-04-28,9243.58,LAPSED,2026-08-15
POL002111,BRK0049,Marine,2024-08-27,2025-08-27,6454.22,ACTIVE,2026-08-15
POL000471,BRK0041,General Liability,2024-12-29,2025-12-29,22473.49,RENEWED,2026-08-15
POL000584,BRK0035,Property,2025-12-15,2026-12-15,26159.37,RENEWED,2026-08-15
POL002208,BRK0050,Marine,2025-07-31,2026-07-31,2089.62,RENEWED,2026-08-15
POL001037,BRK0022,General Liability,2025-11-22,2026-11-22,7224.38,LAPSED,2026-08-15
POL003304,BRK0001,Commercial Auto,2026-04-11,2027-04-11,1784.17,LAPSED,2026-08-15
POL001292,BRK0026,Property,2025-06-08,2026-06-08,17470.56,ACTIVE,2026-08-15
POL001753,BRK0003,Property,2025-07-18,31/12/2025,970.7,RENEWED,2026-08-15
POL001212,BRK0037,Marine,2026-02-16,2027-02-16,6473.32,CANCELLED,2026-08-15
POL001236,BRK0045,Marine,2026-04-16,2027-04-16,9821.52,ACTIVE,2026-08-15
POL004414,BRK0019,Cyber,2026-03-27,2027-03-27,1693.34,CANCELLED,2026-08-15
POL004611,BRK0016,Marine,2026-04-20,2027-04-20,8417.84,CANCELLED,2026-08-15
POL003961,BRK0015,property,2025-09-02,2026-09-02,12751.96,LAPSED,2026-08-15
POL002069,BRK0032,Marine,2025-10-03,2026-10-03,5666.04,CANCELLED,2026-08-15
POL003840,BRK0043,Cyber,2024-12-18,2025-12-18,6070.77,RENEWED,2026-08-15
POL002428,BRK0030,General Liability,2024-01-14,2025-01-13,30649.67,ACTIVE,2026-08-15
POL001275,BRK0027,property,2024-11-10,2025-11-10,19867.5,CANCELLED,2026-08-15
POL001940,BRK0017,Marine,2024-02-02,2025-02-01,10238.5,CANCELLED,2026-08-15
POL000051,BRK0024,Commercial Auto,2025-11-08,2026-11-08,20647.11,ACTIVE,2026-08-15
POL001648,BRK0019,Marine,2025-02-14,2026-02-14,11966.1,LAPSED,2026-08-15
POL004072,BRK0048,Marine,2026-06-11,2027-06-11,4731.65,RENEWED,2026-08-15
POL004720,BRK0012,Commercial Auto,2025-06-29,2026-06-29,16591.33,ACTIVE,2026-08-15
POL000770,BRK0005,Marine,2024-08-13,2025-08-13,5796.05,RENEWED,2026-08-15
POL000097,BRK0025,Cyber,2025-09-16,2026-09-16,6188.62,CANCELLED,2026-08-15
POL003332,BRK0014,Commercial Auto,N/A,2026-09-11,834.18,RENEWED,2026-08-15
POL004952,BRK0005,Commercial Auto,2024-10-11,2025-10-11,7553.31,RENEWED,2026-08-15
POL003459,BRK0036,Cyber,2026-02-16,2027-02-16,22038.88,RENEWED,2026-08-15
POL001177,BRK0047,Marine,2025-05-28,2026-05-28,3590.03,CANCELLED,2026-08-15
POL004555,BRK0011,General Liability,2025-04-24,2026-04-24,16320.57,ACTIVE,2026-08-15
POL004770,BRK0022,Marine,2024-02-19,2025-02-18,18633.68,ACTIVE,2026-08-15
POL002192,BRK0008,Marine,2024-04-28,2025-04-28,3463.44,ACTIVE,2026-08-15
POL004309,BRK0019,Marine,2025-06-27,2026-06-27,22986.94,RENEWED,2026-08-15
POL001694,BRK0017,Commercial Auto,2025-06-20,2026-06-20,20556.5,LAPSED,2026-08-15
POL003389,BRK0008,Marine,2025-06-19,2026-06-19,14350.84,ACTIVE,2026-08-15
POL002191,BRK0008,Marine,2024-06-10,2025-06-10,3321.56,ACTIVE,2026-08-15
POL003626,BRK0014,MARINE,2025-07-08,2026-07-08,10174.87,CANCELLED,2026-08-15
POL002807,BRK0035,Marine,2026-13-45,2026-06-01,18961.67,ACTIVE,2026-08-15
POL000392,BRK0040,Property,2026-04-08,2027-04-08,8613.63,ACTIVE,2026-08-15
POL002735,BRK0036,Commercial Auto,2025-07-13,2026-13-45,5815.64,LAPSED,2026-08-15
POL000695,BRK0005,General Liability,2024-06-24,2025-06-24,3686.81,RENEWED,2026-08-15
POL001867,BRK0050,General Liability,2026-04-01,2027-04-01,13175.65,RENEWED,2026-08-15
POL000450,BRK0007,Marine,2024-04-26,2025-04-26,16139.24,CANCELLED,2026-08-15
POL004308,BRK0045,Commercial Auto,2026-03-11,2027-03-11,24038.04,CANCELLED,2026-08-15
POL000879,BRK0022,Marine,2026-05-11,2027-05-11,17612.81,ACTIVE,2026-08-15
POL001571,BRK0041,PROPERTY,2024-09-20,2025-09-20,795.63,CANCELLED,2026-08-15
POL004343,BRK0026,Property,2025-03-18,2026-03-18,3810.31,ACTIVE,2026-08-15
POL001383,BRK0015,Commercial Auto,2024-11-06,2025-11-06,5306.27,RENEWED,2026-08-15
POL001737,BRK0050,Cyber,2024-11-03,2025-11-03,22303.15,RENEWED,2026-08-15
POL001792,BRK0011,Cyber,2025-07-22,2026-07-22,11670.61,LAPSED,2026-08-15
POL004786,BRK0015,Commercial Auto,2025-08-30,2026-08-30,17422.07,LAPSED,2026-08-15
POL004971,BRK0007,General Liability,2025-11-07,2026-11-07,3984.08,LAPSED,2026-08-15
POL002125,BRK0023,Property,2024-04-03,2025-04-03,12201.24,LAPSED,2026-08-15
POL000381,BRK0031,Cyber,2026-04-08,2027-04-08,4410.81,LAPSED,2026-08-15
POL004714,BRK0043,Marine,2024-04-10,2025-04-10,17588.45,ACTIVE,2026-08-15
POL001516,BRK0006,Property,2025-03-23,2026-03-23,621.15,LAPSED,2026-08-15
POL001733,BRK0041,General Liability,2024-05-08,2025-05-08,11784.25,RENEWED,2026-08-15
POL004413,BRK0008,Property,2026-06-05,2027-06-05,22188.59,RENEWED,2026-08-15
POL001012,BRK0003,Commercial Auto,2024-05-20,2025-05-20,16466.77,CANCELLED,2026-08-15
POL004845,BRK0042,Marine,2024-05-28,2025-05-28,8141.31,RENEWED,2026-08-15
POL003252,BRK0009,Cyber,,2026-11-18,22140.38,LAPSED,2026-08-15
POL003892,BRK0047,General Liability,2024-02-01,2025-01-31,5627.8,CANCELLED,2026-08-15
POL000747,BRK0044,General Liability,2024-12-07,2025-12-07,2721.34,CANCELLED,2026-08-15
POL002688,BRK0028,Cyber,2026-04-04,2027-04-04,16729.86,RENEWED,2026-08-15
POL002003,BRK0027,Commercial Auto,2024-08-24,2025-08-24,2278.8,RENEWED,2026-08-15
POL004256,BRK0029,Property,2025-01-31,2026-01-31,1603.84,LAPSED,2026-08-15
POL004004,BRK0001,Marine,2024-01-30,2025-01-29,25060.41,RENEWED,2026-08-15
POL000981,BRK0037,Marine,2024-11-07,2025-11-07,19680.6,LAPSED,2026-08-15
POL000474,BRK0029,Marine,2026-03-01,2027-03-01,12721.3,ACTIVE,2026-08-15
POL001008,BRK0025,Marine,2024-10-28,2025-10-28,15189.61,ACTIVE,2026-08-15
POL003459,BRK0036,Cyber,2026-02-16,2027-02-16,22038.88,RENEWED,2026-08-15
POL004806,BRK0017,  Marine ,2024-07-28,2025-07-28,5126.96,LAPSED,2026-08-15
POL001888,BRK0017,General Liability,2025-03-23,2026-03-23,14337.16,LAPSED,2026-08-15
POL002517,BRK0029,Marine,2024-02-29,2025-02-28,11830.93,RENEWED,2026-08-15
POL000342,BRK0045,Commercial Auto,2026-03-08,2027-03-08,13486.28,ACTIVE,2026-08-15
POL002907,BRK0040,Marine,2024-09-12,2025-09-12,17103.51,CANCELLED,2026-08-15
POL004057,BRK0029,Marine,2025-08-11,2026-08-11,7896.79,ACTIVE,2026-08-15
POL004366,BRK0036,GENERAL LIABILITY,2026-06-19,2027-06-19,22854.81,LAPSED,2026-08-15
POL003357,BRK0039,Commercial Auto,2024-02-11,2025-02-10,16806.27,CANCELLED,2026-08-15
POL004617,BRK0031,Marine,2025-01-01,2026-01-01,6746.68,CANCELLED,2026-08-15
POL000330,BRK0043,General Liability,2025-10-12,2026-10-12,24219.15,LAPSED,2026-08-15
POL002738,BRK0050,Commercial Auto,2026-06-05,2027-06-05,1438.98,ACTIVE,2026-08-15
POL004050,BRK0010,Cyber,2024-07-09,2025-07-09,17465.08,CANCELLED,2026-08-15
POL003783,BRK0038,Commercial Auto,2025-03-31,2026-03-31,10644.73,CANCELLED,2026-08-15
POL004360,BRK0048,Property,2026-05-20,2027-05-20,10896.55,CANCELLED,2026-08-15
POL003359,BRK0031,Property,2024-05-18,2025-05-18,6562.54,CANCELLED,2026-08-15
POL000689,BRK0021,Property,2026-03-05,2027-03-05,13145.59,LAPSED,2026-08-15
POL000921,BRK0044,Commercial Auto,2026-13-45,2027-06-11,4876.32,CANCELLED,2026-08-15
POL002518,BRK0031,Marine,2026-05-01,2027-05-01,19773.16,LAPSED,2026-08-15
POL002124,BRK0035,Cyber,2025-10-03,2026-10-03,17534.37,RENEWED,2026-08-15
POL000528,BRK0022,Commercial Auto,2026-04-10,2027-04-10,4450.53,RENEWED,2026-08-15
POL001368,BRK0004,Cyber,2024-03-06,2025-03-06,11317.45,CANCELLED,2026-08-15
POL002895,BRK0041,GENERAL LIABILITY,2025-02-26,2026-02-26,13715.82,ACTIVE,2026-08-15
POL004787,BRK0029,marine,2025-02-03,2026-02-03,9539.81,LAPSED,2026-08-15
POL001255,BRK0006,Property,2024-04-21,2025-04-21,19321.31,LAPSED,2026-08-15
POL000538,BRK0048,Cyber,2025-08-26,2026-08-26,6196.57,ACTIVE,2026-08-15
POL001686,BRK0039,Marine,2025-12-31,2026-12-31,10666.03,CANCELLED,2026-08-15
POL000517,BRK0038,Cyber,2026-04-12,2027-04-12,14014.05,RENEWED,2026-08-15
POL002785,BRK0027,Commercial Auto,2025-08-14,2026-08-14,11012.08,CANCELLED,2026-08-15
POL001309,BRK0020,Commercial Auto,2024-02-19,2025-02-18,9799.13,LAPSED,2026-08-15
POL004865,BRK0013,Property,2025-11-06,2026-11-06,17387.21,CANCELLED,2026-08-15
POL002957,BRK0012,Commercial Auto,2024-09-03,2025-09-03,24857.78,LAPSED,2026-08-15
POL002130,BRK0004,General Liability,2025-01-12,2026-01-12,19011.4,RENEWED,2026-08-15
POL000132,BRK0012,General Liability,2024-01-30,2025-01-29,649.59,LAPSED,2026-08-15
POL002095,BRK0030,Marine,2024-02-25,2025-02-24,21860.1,RENEWED,2026-08-15
POL000421,BRK0024,Marine,2024-10-07,2025-10-07,1248.8,CANCELLED,2026-08-15
POL003175,BRK0024,General Liability,2024-08-01,2025-08-01,24767.81,RENEWED,2026-08-15
POL004138,BRK0047,Property,2024-07-28,2025-07-28,12872.31,CANCELLED,2026-08-15
POL002713,BRK0021,Property,2025-12-06,2026-12-06,24288.01,RENEWED,2026-08-15
POL001483,BRK0026,Marine,2025-07-27,2026-07-27,21046.91,CANCELLED,2026-08-15
POL001907,BRK0039,General Liability,2024-03-20,2025-03-20,23382.44,RENEWED,2026-08-15
POL000304,BRK0024,Marine,2025-04-01,2026-04-01,4193.25,ACTIVE,2026-08-15
POL004767,BRK0014,Cyber,2024-11-26,2025-11-26,16306.11,ACTIVE,2026-08-15
POL000399,BRK0039,Cyber,2024-12-12,2025-12-12,16514.06,RENEWED,2026-08-15
POL000012,BRK0014,General Liability,2025-09-11,2026-09-11,12469.03,ACTIVE,2026-08-15
POL004898,BRK0042,Commercial Auto,2025-08-19,2026-08-19,18825.73,CANCELLED,2026-08-15
POL001693,BRK0013,Property,2025-02-15,2026-02-15,11860.9,RENEWED,2026-08-15
POL004587,BRK0030,  General Liability ,2024-03-09,2025-03-09,23352.5,ACTIVE,2026-08-15
POL003390,BRK0045,Marine,2025-10-26,2026-10-26,11913.49,CANCELLED,2026-08-15
POL004650,BRK0008,General Liability,2024-05-11,2025-05-11,22526.4,RENEWED,2026-08-15
POL001958,BRK0008,Marine,2024-07-02,2025-07-02,13597.5,ACTIVE,2026-08-15
POL003265,BRK0017,Commercial Auto,2025-07-16,2026-07-16,22270.14,ACTIVE,2026-08-15
POL004464,BRK0012,Cyber,2024-10-23,N/A,4115.01,CANCELLED,2026-08-15
POL003374,BRK0002,Marine,2024-11-24,2025-11-24,23435.13,LAPSED,2026-08-15
POL002290,BRK0010,Marine,2024-07-17,2025-07-17,18408.82,RENEWED,2026-08-15
POL002889,BRK0034,Property,2025-09-13,2026-09-13,13059.43,CANCELLED,2026-08-15
POL004006,BRK0009,Commercial Auto,2024-03-28,2025-03-28,1208.93,ACTIVE,2026-08-15
POL004805,BRK0011,Commercial Auto,2026-02-04,2027-02-04,11453.3,RENEWED,2026-08-15
POL002073,BRK0045,Commercial Auto,2025-04-07,2026-04-07,14329.31,ACTIVE,2026-08-15
POL004979,BRK0020,Property,2024-01-05,2025-01-04,946.26,RENEWED,2026-08-15
POL003507,BRK0047,Cyber,2025-04-09,2026-04-09,7909.92,LAPSED,2026-08-15
POL000333,BRK0030,Commercial Auto,2025-03-27,2026-03-27,22780.48,CANCELLED,2026-08-15
POL001953,BRK0008,Property,2026-03-09,2027-03-09,4842.3,LAPSED,2026-08-15
POL000595,BRK0035,Marine,2024-03-14,2025-03-14,9848.65,ACTIVE,2026-08-15
POL003767,BRK0016,Commercial Auto,2024-05-10,2025-05-10,9620.87,RENEWED,2026-08-15
POL003703,BRK0026,General Liability,2024-12-11,2025-12-11,1553.76,LAPSED,2026-08-15
POL004147,BRK0029,Cyber,2025-07-06,2026-07-06,28242.4,CANCELLED,2026-08-15
POL003565,BRK0008,Marine,2024-03-03,2025-03-03,18542.0,RENEWED,2026-08-15
POL002427,BRK0024,Cyber,2024-11-26,2025-11-26,3264.62,LAPSED,2026-08-15
POL000499,BRK0005,Property,2025-10-03,2026-10-03,10893.13,ACTIVE,2026-08-15
POL002259,BRK0005,Marine,2025-02-15,2026-02-15,18814.28,LAPSED,2026-08-15
POL003836,BRK0041,Marine,2026-02-28,2027-02-28,12233.28,ACTIVE,2026-08-15
POL000888,BRK0044,Marine,2026-04-27,2027-04-27,21617.45,CANCELLED,2026-08-15
POL002590,BRK0029,cyber,2025-03-18,2026-03-18,16513.88,RENEWED,2026-08-15
POL003217,BRK0039,Marine,2025-05-16,2026-05-16,1031.13,CANCELLED,2026-08-15
POL004840,BRK0030,Commercial Auto,2026-01-30,2027-01-30,10701.8,RENEWED,2026-08-15
POL003109,BRK0007,Cyber,2025-03-11,2026-03-11,12800.19,ACTIVE,2026-08-15
POL002873,BRK0026,Marine,2026-04-17,2027-04-17,23358.89,LAPSED,2026-08-15
POL004174,BRK0032,Commercial Auto,2024-11-21,2025-11-21,20870.83,ACTIVE,2026-08-15
POL003482,BRK0033,Cyber,2025-02-16,2026-02-16,3071.31,ACTIVE,2026-08-15
POL002414,BRK0027,Property,2026-03-15,2027-03-15,14092.73,CANCELLED,2026-08-15
POL004104,BRK0009,Marine,2025-03-28,2026-03-28,19448.65,LAPSED,2026-08-15
POL003195,BRK0016,Marine,0000-00-00,2025-09-13,23966.63,RENEWED,2026-08-15
POL000030,BRK0013,PROPERTY,2026-04-05,2027-04-05,19327.99,RENEWED,2026-08-15
POL000206,BRK0004,General Liability,2024-02-19,2025-02-18,12029.38,ACTIVE,2026-08-15
POL001589,BRK0050,Commercial Auto,2024-07-17,2025-07-17,8340.39,RENEWED,2026-08-15
POL002389,BRK0023,Cyber,2024-03-10,2025-03-10,18208.34,CANCELLED,2026-08-15
POL003694,BRK0018,Cyber,2026-05-01,2027-05-01,8841.41,LAPSED,2026-08-15
POL000862,BRK0013,General Liability,2025-06-18,2026-06-18,19255.49,RENEWED,2026-08-15
POL003215,BRK0003,General Liability,2025-05-27,2026-05-27,5031.19,ACTIVE,2026-08-15
POL001162,BRK0006,COMMERCIAL AUTO,2026-05-15,2027-05-15,1906.58,CANCELLED,2026-08-15
POL002132,BRK0035,Property,2024-10-13,2025-10-13,6654.54,RENEWED,2026-08-15
POL001786,BRK0029,Marine,2024-03-09,2025-03-09,4005.54,ACTIVE,2026-08-15
POL002330,BRK0004,General Liability,2025-04-05,2026-04-05,3078.28,CANCELLED,2026-08-15
POL002941,BRK0035,Cyber,2026-06-03,2027-06-03,24304.21,ACTIVE,2026-08-15
POL003805,BRK0008,Cyber,2026-01-04,2027-01-04,24864.02,LAPSED,2026-08-15
POL004307,BRK0045,Marine,2026-02-15,2027-02-15,7873.43,ACTIVE,2026-08-15
POL001115,BRK0008,Marine,2025-04-01,2026-04-01,18954.69,ACTIVE,2026-08-15
POL000740,BRK0028,General Liability,2026-02-26,2027-02-26,2028.49,RENEWED,2026-08-15
POL003143,BRK0009,Commercial Auto,2024-04-30,2025-04-30,19321.24,RENEWED,2026-08-15
POL003020,BRK0044,Cyber,31/12/2025,2025-07-16,11396.96,LAPSED,2026-08-15
POL002657,BRK0007,Marine,2026-03-18,2027-03-18,19258.83,ACTIVE,2026-08-15
POL000440,BRK0040,Marine,2024-05-12,2025-05-12,9891.25,ACTIVE,2026-08-15
POL001111,BRK0003,General Liability,2026-06-13,2027-06-13,18610.51,ACTIVE,2026-08-15
POL002034,BRK0037,Marine,2026-03-14,2027-03-14,12009.35,RENEWED,2026-08-15
POL003290,BRK0045,General Liability,2025-01-05,2026-01-05,3293.43,RENEWED,2026-08-15
POL004179,BRK0002,Cyber,2026-05-16,2027-05-16,10411.75,ACTIVE,2026-08-15
POL000557,BRK0045,Property,2025-11-24,2026-11-24,14078.8,LAPSED,2026-08-15
POL000857,BRK0048,Commercial Auto,2025-10-01,2026-10-01,7197.44,RENEWED,2026-08-15
POL001418,BRK0036,cyber,2024-12-26,2025-12-26,11499.72,RENEWED,2026-08-15
POL001526,BRK0033,Marine,2026-13-45,2026-08-11,1835.53,RENEWED,2026-08-15
POL001679,BRK0037,Marine,2025-10-04,2026-10-04,20183.94,CANCELLED,2026-08-15
POL004451,BRK0013,Marine,2025-11-21,31/12/2025,8843.33,ACTIVE,2026-08-15
POL002101,BRK0030,Property,2024-07-26,2025-07-26,9268.03,LAPSED,2026-08-15
POL002843,BRK0004,Cyber,2026-04-27,2027-04-27,20980.87,ACTIVE,2026-08-15
POL002824,BRK0007,Property,2025-01-27,2026-01-27,11489.94,LAPSED,2026-08-15
POL004676,BRK0003,COMMERCIAL AUTO,2024-08-11,2025-08-11,5686.81,LAPSED,2026-08-15
POL002698,BRK0014,PROPERTY,31/12/2025,2025-01-01,19935.35,RENEWED,2026-08-15
POL000607,BRK0001,Cyber,2025-04-09,0000-00-00,19512.41,LAPSED,2026-08-15
POL004263,BRK0005,Commercial Auto,2026-02-11,2027-02-11,12119.93,CANCELLED,2026-08-15
POL003993,BRK0012,Cyber,2025-02-20,2026-02-20,9000.49,CANCELLED,2026-08-15
POL000079,BRK0033,Commercial Auto,2026-06-04,2027-06-04,5095.77,CANCELLED,2026-08-15
POL001463,BRK0050,Property,2025-02-10,2026-02-10,8109.94,LAPSED,2026-08-15
POL003697,BRK0030,General Liability,2026-03-17,2027-03-17,3212.14,CANCELLED,2026-08-15
POL004397,BRK0048,Property,2025-05-20,2026-05-20,19205.1,ACTIVE,2026-08-15
POL003342,BRK0024,Cyber,2025-04-29,2026-04-29,7622.83,LAPSED,2026-08-15
POL000183,BRK0043,Marine,2024-03-17,2025-03-17,23843.34,LAPSED,2026-08-15
POL001748,BRK0012,Property,2024-03-11,2025-03-11,3218.81,LAPSED,2026-08-15
POL004379,BRK0049,Property,2025-03-04,2026-03-04,10814.17,LAPSED,2026-08-15
POL001564,BRK0046,Cyber,2025-02-13,2026-02-13,3038.76,CANCELLED,2026-08-15
POL001870,BRK0018,Cyber,2026-01-04,2027-01-04,2265.23,ACTIVE,2026-08-15
POL000096,BRK0010,Property,2025-03-17,2026-03-17,4664.6,ACTIVE,2026-08-15
POL003998,BRK0047,Property,2026-02-20,2027-02-20,13269.59,LAPSED,2026-08-15
POL000766,BRK0042,General Liability,2024-02-25,2025-02-24,20226.27,RENEWED,2026-08-15
POL000240,BRK0045,Cyber,2025-03-01,2026-03-01,20727.29,LAPSED,2026-08-15
